,target,Method,GDT_TS Pearson,GDT_TS Spearman,GDT_TS Loss,GDT_TS MAE,Class,seq_len,identity_dist_category,identity_quality_category,positive_dist_category,positive_quality_category,coverage_dist_category
31,1DE4_A,positive(%),0.244099800369967,0.28272866424003945,2.8799999999999937,0.21810066666666672,alpha + beta,178,the others,Low,the others,Low,the others
32,1DE4_A,coverage(%),-0.04346554145385168,-0.07904900539558658,5.576147540983623,0.24137498876404492,alpha + beta,178,the others,Low,the others,Low,the others
33,1DE4_A,DOPE,0.6431583081482983,0.31737084369740765,3.510000000000002,,alpha + beta,178,the others,Low,the others,Low,the others
34,1DE4_A,SOAP,0.5283269921163066,0.28289632839037,7.310000000000006,,alpha + beta,178,the others,Low,the others,Low,the others
35,1DE4_A,ProQ3D,0.599908703095945,0.21880697925303486,6.459999999999999,0.024222626666666674,alpha + beta,178,the others,Low,the others,Low,the others
36,1DE4_A,SBROD,0.37625635765488974,0.27136627711031475,6.740000000000002,,alpha + beta,178,the others,Low,the others,Low,the others
37,1DE4_A,DeepAccNet,0.6615134511182186,0.4527043352761514,3.2299999999999995,0.23132332291666663,alpha + beta,178,the others,Low,the others,Low,the others
38,1DE4_A,DeepAccNet-Bert,0.6614870707860787,0.44434509453503895,2.2500000000000075,0.23251961197916662,alpha + beta,178,the others,Low,the others,Low,the others
39,1DE4_A,P3CMQA,0.7063881665872603,0.48138542286896374,3.510000000000002,0.033112522050539654,alpha + beta,178,the others,Low,the others,Low,the others
40,1EA9_C,identity(%),0.909366990879806,0.8584658216675759,0.436666666666663,0.35269664572425835,alpha / beta,382,the others,Mid-high,the others,Middle,the others
41,1EA9_C,positive(%),0.861364997988309,0.8386446343360024,1.797777777777776,0.1872690715532286,alpha / beta,382,the others,Mid-high,the others,Middle,the others
42,1EA9_C,coverage(%),0.5911150796791468,0.6628771888969858,11.791829268292675,0.22876932286212914,alpha / beta,382,the others,Mid-high,the others,Middle,the others
43,1EA9_C,DOPE,0.9299974660455094,0.9121158523786483,2.1599999999999953,,alpha / beta,382,the others,Mid-high,the others,Middle,the others
44,1EA9_C,SOAP,0.8914319818276346,0.8582350284137839,2.3599999999999954,,alpha / beta,382,the others,Mid-high,the others,Middle,the others
45,1EA9_C,ProQ3D,0.9155854657035662,0.9077136441576615,2.2299999999999986,0.07990112666666667,alpha / beta,382,the others,Mid-high,the others,Middle,the others
46,1EA9_C,SBROD,0.7767626399751518,0.8307532301618482,11.849999999999994,,alpha / beta,382,the others,Mid-high,the others,Middle,the others
47,1EA9_C,DeepAccNet,0.9192412721499497,0.8910392555801492,2.3599999999999954,0.22047665755208332,alpha / beta,382,the others,Mid-high,the others,Middle,the others
48,1EA9_C,DeepAccNet-Bert,0.9062549612735055,0.8810027153033723,2.3599999999999954,0.16934140364583333,alpha / beta,382,the others,Mid-high,the others,Middle,the others
49,1EA9_C,P3CMQA,0.9559438173178769,0.9518050664808648,2.2299999999999986,0.05269199720732371,alpha / beta,382,the others,Mid-high,the others,Middle,the others
50,1EXR_A,identity(%),0.3877869228410984,0.4653657740408552,17.465000000000007,0.2730345205479452,All alpha,146,the others,High,the others,High,the others
51,1EXR_A,positive(%),0.38223621878366826,0.47268525110659076,29.22333333333334,0.37616144292237447,All alpha,146,the others,High,the others,High,the others
52,1EXR_A,coverage(%),0.23169783195963392,0.5237129136493318,26.403333333333336,0.488992493150685,All alpha,146,the others,High,the others,High,the others
53,1EXR_A,DOPE,0.3013083767727611,0.41641445124688325,18.490000000000006,,All alpha,146,the others,High,the others,High,the others
54,1EXR_A,SOAP,0.361169920793874,0.46375488827632555,26.03000000000001,,All alpha,146,the others,High,the others,High,the others
55,1EXR_A,ProQ3D,0.3276984481184432,0.33386211890628553,26.71,0.043704873333333345,All alpha,146,the others,High,the others,High,the others
56,1EXR_A,SBROD,0.36633924510900995,0.3829400317801217,27.74000000000001,,All alpha,146,the others,High,the others,High,the others
57,1EXR_A,DeepAccNet,0.528430807923728,0.6099177174660542,2.400000000000002,0.17015685416666665,All alpha,146,the others,High,the others,High,the others
58,1EXR_A,DeepAccNet-Bert,0.48248401548335423,0.5835306209823788,2.400000000000002,0.18888825221706082,All alpha,146,the others,High,the others,High,the others
59,1EXR_A,P3CMQA,0.3346665977758828,0.3811652099861554,28.080000000000005,0.37642978018887835,All alpha,146,the others,High,the others,High,the others
60,1F2E_A,identity(%),0.7575491119496386,0.6870461590383352,0.5549999999999833,0.4499129090909091,All alpha,121,multi top,Mid-high,multi top,High,the others
61,1F2E_A,positive(%),0.7795914532919307,0.6857469462696388,0.5549999999999833,0.2896374269972452,All alpha,121,multi top,Mid-high,multi top,High,the others
62,1F2E_A,coverage(%),0.7349384293243884,0.716102064880679,15.325999999999985,0.176147696969697,All alpha,121,multi top,Mid-high,multi top,High,the others
63,1F2E_A,DOPE,0.846559050192873,0.8318786550751255,0.0,,All alpha,121,multi top,Mid-high,multi top,High,the others
64,1F2E_A,SOAP,0.7297941195185035,0.6219587853230604,1.0299999999999976,,All alpha,121,multi top,Mid-high,multi top,High,the others
65,1F2E_A,ProQ3D,0.769232276446654,0.7968683012069938,10.330000000000005,0.19284890666666665,All alpha,121,multi top,Mid-high,multi top,High,the others
66,1F2E_A,SBROD,0.8340652952944091,0.8042370302653278,0.0,,All alpha,121,multi top,Mid-high,multi top,High,the others
67,1F2E_A,DeepAccNet,0.789122419004828,0.7164124635369344,1.0299999999999976,0.2919141223958333,All alpha,121,multi top,Mid-high,multi top,High,the others
68,1F2E_A,DeepAccNet-Bert,0.9358355819805996,0.8904132210159187,1.0299999999999976,0.162072,All alpha,121,multi top,Mid-high,multi top,High,the others
69,1F2E_A,P3CMQA,0.8964675595238338,0.8870054258923237,13.629999999999997,0.07049587992191314,All alpha,121,multi top,Mid-high,multi top,High,the others
70,1G4I_A,identity(%),0.7907165869409614,0.8320576263536393,0.4733333333333367,0.30566201084010836,All alpha,123,the others,High,the others,High,the others
71,1G4I_A,positive(%),0.840430959867806,0.8620882365000339,0.4733333333333367,0.2041719837398374,All alpha,123,the others,High,the others,High,the others
72,1G4I_A,coverage(%),-0.3316061025155016,-0.25775660400177347,17.235454545454555,0.11249517073170731,All alpha,123,the others,High,the others,High,the others
73,1G4I_A,DOPE,0.7732336128535513,0.797215137959809,4.470000000000008,,All alpha,123,the others,High,the others,High,the others
74,1G4I_A,SOAP,0.8100205031098341,0.8407472920612126,0.6099999999999994,,All alpha,123,the others,High,the others,High,the others
75,1G4I_A,ProQ3D,0.7553966875738097,0.7701964376896246,3.4500000000000086,0.1749778533333333,All alpha,123,the others,High,the others,High,the others
76,1G4I_A,SBROD,0.49986358743065634,0.5060054957943969,3.4500000000000086,,All alpha,123,the others,High,the others,High,the others
77,1G4I_A,DeepAccNet,0.7891535071824193,0.7891639898184866,3.4500000000000086,0.28550736197916665,All alpha,123,the others,High,the others,High,the others
78,1G4I_A,DeepAccNet-Bert,0.7834284646288389,0.7772663161376615,4.260000000000009,0.2692768932291667,All alpha,123,the others,High,the others,High,the others
79,1G4I_A,P3CMQA,0.850175992582086,0.8869434098393962,1.419999999999999,0.022586664043426526,All alpha,123,the others,High,the others,High,the others
80,1HAG_E,identity(%),0.9306435134351744,0.7057806187177565,6.052000000000001,0.21432326553672315,All beta,295,the others,High,the others,High,multi top
81,1HAG_E,positive(%),0.9446019635265042,0.7982070140129771,0.18399999999999528,0.16268484745762712,All beta,295,the others,High,the others,High,multi top
82,1HAG_E,coverage(%),0.5020389415541532,0.3885492182459664,0.18399999999999528,0.21045815819209043,All beta,295,the others,High,the others,High,multi top
83,1HAG_E,DOPE,0.9344010841727743,0.8324020969588601,0.24999999999999467,,All beta,295,the others,High,the others,High,multi top
84,1HAG_E,SOAP,0.879509950084834,0.7345727588944901,6.0199999999999925,,All beta,295,the others,High,the others,High,multi top
85,1HAG_E,ProQ3D,0.9329389707461577,0.8784722798658345,0.24999999999999467,0.026399306666666664,All beta,295,the others,High,the others,High,multi top
86,1HAG_E,SBROD,0.8217176976221716,0.745531010537846,6.689999999999996,,All beta,295,the others,High,the others,High,multi top
87,1HAG_E,DeepAccNet,0.905697554262281,0.7484334422635311,7.2899999999999965,0.09162198697916667,All beta,295,the others,High,the others,High,multi top
88,1HAG_E,DeepAccNet-Bert,0.8696996636795163,0.690950654531485,7.2899999999999965,0.08742056611473879,All beta,295,the others,High,the others,High,multi top
89,1HAG_E,P3CMQA,0.9628803413334311,0.9305550964641731,0.24999999999999467,0.057584430550257366,All beta,295,the others,High,the others,High,multi top
90,1HTA_A,identity(%),0.513405833197694,0.4905864029562489,5.057500000000004,0.41575960784313726,All alpha,68,multi top,High,multi top,High,the others
91,1HTA_A,positive(%),0.4840974368403023,0.47347305983836974,5.057500000000004,0.23149545098039218,All alpha,68,multi top,High,multi top,High,the others
92,1HTA_A,coverage(%),0.36282256462293366,0.37129353980321234,10.06272727272728,0.17943686274509807,All alpha,68,multi top,High,multi top,High,the others
93,1HTA_A,DOPE,0.5481672880593306,0.5163256176831442,6.990000000000007,,All alpha,68,multi top,High,multi top,High,the others
94,1HTA_A,SOAP,0.5651472755840853,0.545950347904077,6.990000000000007,,All alpha,68,multi top,High,multi top,High,the others
95,1HTA_A,ProQ3D,0.4700716805009946,0.4659062599053074,19.85,0.2998879466666667,All alpha,68,multi top,High,multi top,High,the others
96,1HTA_A,SBROD,0.6817637441747062,0.6626141714535948,9.189999999999987,,All alpha,68,multi top,High,multi top,High,the others
97,1HTA_A,DeepAccNet,0.5515878758524758,0.4821758242540593,0.0,0.2730373828125,All alpha,68,multi top,High,multi top,High,the others
98,1HTA_A,DeepAccNet-Bert,0.497358743023091,0.498052330481852,11.399999999999999,0.09493936458333332,All alpha,68,multi top,High,multi top,High,the others
99,1HTA_A,P3CMQA,0.5821905500926898,0.5698492899310481,17.279999999999994,0.12981904504172007,All alpha,68,multi top,High,multi top,High,the others
100,1HV5_A,identity(%),0.889346592154121,0.4104939551756897,2.1700000000000053,0.25884424457530053,alpha + beta,161,the others,Mid-low,the others,Middle,the others
101,1HV5_A,positive(%),0.9431411496610155,0.6235988777170671,2.1700000000000053,0.1480109784625313,alpha + beta,161,the others,Mid-low,the others,Middle,the others
102,1HV5_A,coverage(%),0.9108022781259644,0.5486761861059563,5.112307692307693,0.2228852060982496,alpha + beta,161,the others,Mid-low,the others,Middle,the others
103,1HV5_A,DOPE,0.964707567804912,0.880817794929166,7.610000000000006,,alpha + beta,161,the others,Mid-low,the others,Middle,the others
104,1HV5_A,SOAP,0.8845821006329688,0.9459768813038051,0.0,,alpha + beta,161,the others,Mid-low,the others,Middle,the others
105,1HV5_A,ProQ3D,0.9809199629153381,0.9273468519670691,2.0199999999999996,0.1181126753246753,alpha + beta,161,the others,Mid-low,the others,Middle,the others
106,1HV5_A,SBROD,0.9294376044769439,0.8416381990057551,6.830000000000003,,alpha + beta,161,the others,Mid-low,the others,Middle,the others
107,1HV5_A,DeepAccNet,0.8441852945967198,0.9302426611209085,3.420000000000001,0.21907101511769483,alpha + beta,161,the others,Mid-low,the others,Middle,the others
108,1HV5_A,DeepAccNet-Bert,0.9742586793603017,0.9442782795679491,3.420000000000001,0.14616967329545455,alpha + beta,161,the others,Mid-low,the others,Middle,the others
109,1HV5_A,P3CMQA,0.9720652903666369,0.8897844004391547,3.73,0.10175060886314938,alpha + beta,161,the others,Mid-low,the others,Middle,the others
110,1I0D_A,identity(%),0.8722909691011791,0.8809847248111727,4.8589999999999804,0.27715407854984897,alpha / beta,331,the others,High,the others,High,the others
111,1I0D_A,positive(%),0.9093234174675093,0.8579268340713774,5.0653333333332995,0.16486235557298035,alpha / beta,331,the others,High,the others,High,the others
112,1I0D_A,coverage(%),0.8908069972491908,0.7713587463698791,5.526904761904749,0.19611564770185191,alpha / beta,331,the others,High,the others,High,the others
113,1I0D_A,DOPE,0.968498882912564,0.8608852241183373,0.7499999999999951,,alpha / beta,331,the others,High,the others,High,the others
114,1I0D_A,SOAP,0.9681495590187121,0.8978363986677977,0.06999999999999229,,alpha / beta,331,the others,High,the others,High,the others
115,1I0D_A,ProQ3D,0.9767310382884595,0.922161765544142,0.5199999999999982,0.08618313740458015,alpha / beta,331,the others,High,the others,High,the others
116,1I0D_A,SBROD,0.9336879263696487,0.8299293062356462,4.899999999999993,,alpha / beta,331,the others,High,the others,High,the others
117,1I0D_A,DeepAccNet,0.9390623760878685,0.8801768183312849,0.6000000000000005,0.2685826708611641,alpha / beta,331,the others,High,the others,High,the others
118,1I0D_A,DeepAccNet-Bert,0.9606341456097148,0.8145616016742369,0.6000000000000005,0.218892080078125,alpha / beta,331,the others,High,the others,High,the others
119,1I0D_A,P3CMQA,0.9696205665004293,0.9316671569022745,0.44999999999999485,0.05023811344609006,alpha / beta,331,the others,High,the others,High,the others
120,1I4K_A,identity(%),0.6054142324715889,0.5157584370355993,1.3883333333333359,0.49893303703703706,All beta,72,multi top,Mid-high,multi top,High,the others
121,1I4K_A,positive(%),0.6305738282318877,0.5482120564692128,2.0850000000000035,0.3042108148148148,All beta,72,multi top,Mid-high,multi top,High,the others
122,1I4K_A,coverage(%),0.3649271194277697,0.3850605606732097,9.075714285714287,0.06176192592592592,All beta,72,multi top,Mid-high,multi top,High,the others
123,1I4K_A,DOPE,0.5900582979941889,0.5839542378012818,1.3900000000000023,,All beta,72,multi top,Mid-high,multi top,High,the others
124,1I4K_A,SOAP,0.6793372202753083,0.6577837493442151,2.429999999999999,,All beta,72,multi top,Mid-high,multi top,High,the others
125,1I4K_A,ProQ3D,0.6093138250321753,0.6320028428934111,3.4700000000000064,0.12639588000000004,All beta,72,multi top,Mid-high,multi top,High,the others
126,1I4K_A,SBROD,0.4162766417478927,0.3736572758361905,2.429999999999999,,All beta,72,multi top,Mid-high,multi top,High,the others
127,1I4K_A,DeepAccNet,0.6593119067859723,0.6073406313337067,2.429999999999999,0.3066860390625,All beta,72,multi top,Mid-high,multi top,High,the others
128,1I4K_A,DeepAccNet-Bert,0.7374070598821031,0.6807733240619285,2.429999999999999,0.21504378645833336,All beta,72,multi top,Mid-high,multi top,High,the others
129,1I4K_A,P3CMQA,0.7922236801063038,0.7681891206814359,1.0399999999999965,0.18144957968807218,All beta,72,multi top,Mid-high,multi top,High,the others
130,1IFV_A,identity(%),0.7202867805547767,0.32953778415153934,1.8550000000000066,0.2989809892473118,alpha + beta,155,top,Mid-high,multi top,High,the others
131,1IFV_A,positive(%),0.7420215347427062,0.2762433936160764,1.8550000000000066,0.11895793548387097,alpha + beta,155,top,Mid-high,multi top,High,the others
132,1IFV_A,coverage(%),0.8519106875505986,0.4218496908592364,10.482500000000005,0.23465341935483872,alpha + beta,155,top,Mid-high,multi top,High,the others
133,1IFV_A,DOPE,0.9064991857580117,0.7226231590286729,2.100000000000002,,alpha + beta,155,top,Mid-high,multi top,High,the others
134,1IFV_A,SOAP,0.741623803952222,0.7821418994879095,2.100000000000002,,alpha + beta,155,top,Mid-high,multi top,High,the others
135,1IFV_A,ProQ3D,0.895247769817188,0.6536428023533872,10.970000000000002,0.04361298,alpha + beta,155,top,Mid-high,multi top,High,the others
136,1IFV_A,SBROD,0.8385377751357076,0.8161777566559976,2.100000000000002,,alpha + beta,155,top,Mid-high,multi top,High,the others
137,1IFV_A,DeepAccNet,0.7704196029328542,0.7910376310614539,2.100000000000002,0.22277432552083334,alpha + beta,155,top,Mid-high,multi top,High,the others
138,1IFV_A,DeepAccNet-Bert,0.944455025085522,0.8239144172521374,2.100000000000002,0.12333747656249999,alpha + beta,155,top,Mid-high,multi top,High,the others
139,1IFV_A,P3CMQA,0.9426894723652288,0.8204115676333351,2.100000000000002,0.10134351288032532,alpha + beta,155,top,Mid-high,multi top,High,the others
140,1IRU_I,identity(%),0.8810058567104048,0.8044257332566402,3.860000000000008,0.43116587878787876,alpha + beta,220,the others,Mid-low,the others,Middle,the others
141,1IRU_I,positive(%),0.8901579022367045,0.8210745770228108,3.860000000000008,0.2489234545454546,alpha + beta,220,the others,Mid-low,the others,Middle,the others
142,1IRU_I,coverage(%),0.7184755524337547,0.7680038408945306,11.420000000000009,0.13644018181818182,alpha + beta,220,the others,Mid-low,the others,Middle,the others
143,1IRU_I,DOPE,0.7280016570315617,0.7796627713045127,0.9099999999999997,,alpha + beta,220,the others,Mid-low,the others,Middle,the others
144,1IRU_I,SOAP,0.7445235200969476,0.7785550128970079,2.950000000000008,,alpha + beta,220,the others,Mid-low,the others,Middle,the others
145,1IRU_I,ProQ3D,0.643463183081959,0.6569789721992001,15.340000000000009,0.15327548,alpha + beta,220,the others,Mid-low,the others,Middle,the others
146,1IRU_I,SBROD,0.7371064219772784,0.7358431915379819,2.3900000000000032,,alpha + beta,220,the others,Mid-low,the others,Middle,the others
147,1IRU_I,DeepAccNet,0.7909291571090791,0.7924737538098056,2.729999999999999,0.28058730989583336,alpha + beta,220,the others,Mid-low,the others,Middle,the others
148,1IRU_I,DeepAccNet-Bert,0.8229534711559388,0.8209797233856932,2.729999999999999,0.2851218151041667,alpha + beta,220,the others,Mid-low,the others,Middle,the others
149,1IRU_I,P3CMQA,0.8909548876926541,0.9100173084033659,2.729999999999999,0.03867901359430948,alpha + beta,220,the others,Mid-low,the others,Middle,the others
150,1K28_A,identity(%),0.46504433155278213,0.19613127381592219,0.99800000000001,0.25870380246913577,alpha + beta,216,multi top,High,multi top,High,multi top
151,1K28_A,positive(%),0.3851366909750891,-0.236066917915769,0.99800000000001,0.1489507160493827,alpha + beta,216,multi top,High,multi top,High,multi top
152,1K28_A,coverage(%),-0.5297838870653686,-0.5789363434946493,22.572000000000003,0.1974229135802469,alpha + beta,216,multi top,High,multi top,High,multi top
153,1K28_A,DOPE,0.19961336491902615,0.08748769853222492,0.23000000000000798,,alpha + beta,216,multi top,High,multi top,High,multi top
154,1K28_A,SOAP,0.3721898425454033,0.24816393147188506,0.0,,alpha + beta,216,multi top,High,multi top,High,multi top
155,1K28_A,ProQ3D,0.4949890704330322,0.41422057608048496,1.5100000000000002,0.1134417,alpha + beta,216,multi top,High,multi top,High,multi top
156,1K28_A,SBROD,0.3944207721309214,0.23614246309987522,1.1600000000000055,,alpha + beta,216,multi top,High,multi top,High,multi top
157,1K28_A,DeepAccNet,0.4329172326295591,0.24144421192540663,1.1600000000000055,0.17398285416666665,alpha + beta,216,multi top,High,multi top,High,multi top
158,1K28_A,DeepAccNet-Bert,0.4630549982813712,0.16410102150055547,1.1600000000000055,0.10588685449911349,alpha + beta,216,multi top,High,multi top,High,multi top
159,1K28_A,P3CMQA,0.44405676567906494,0.17042889586237484,1.5100000000000002,0.047794321856816604,alpha + beta,216,multi top,High,multi top,High,multi top
160,1KA9_F,identity(%),0.9099181000920017,0.6812442040604111,9.644000000000009,0.3417920181343591,alpha / beta,251,multi top,Mid-high,the others,High,the others
161,1KA9_F,positive(%),0.9316908364371398,0.6902592094437481,9.644000000000009,0.17781344964967713,alpha / beta,251,multi top,Mid-high,the others,High,the others
162,1KA9_F,coverage(%),0.78154933263003,0.8916562065345698,3.108181818181821,0.179515853826075,alpha / beta,251,multi top,Mid-high,the others,High,the others
163,1KA9_F,DOPE,0.9209203188032061,0.8553993771405859,9.47,,alpha / beta,251,multi top,Mid-high,the others,High,the others
164,1KA9_F,SOAP,0.9367436841106512,0.8231954765666181,9.660000000000002,,alpha / beta,251,multi top,Mid-high,the others,High,the others
165,1KA9_F,ProQ3D,0.8938014796237629,0.8985537849818509,7.070000000000009,0.0951765448275862,alpha / beta,251,multi top,Mid-high,the others,High,the others
166,1KA9_F,SBROD,0.8327396401121068,0.7731613234621492,9.660000000000002,,alpha / beta,251,multi top,Mid-high,the others,High,the others
167,1KA9_F,DeepAccNet,0.9710310758875649,0.8511595374025261,9.660000000000002,0.2037428744612069,alpha / beta,251,multi top,Mid-high,the others,High,the others
168,1KA9_F,DeepAccNet-Bert,0.9667282633801141,0.8409645271568271,9.660000000000002,0.17965208782327585,alpha / beta,251,multi top,Mid-high,the others,High,the others
169,1KA9_F,P3CMQA,0.9570336147092018,0.9471568723334302,0.0,0.051893970246479425,alpha / beta,251,multi top,Mid-high,the others,High,the others
170,1KWF_A,identity(%),0.9274239805224528,0.7777957839761206,1.1466666666666625,0.33322804040404047,All alpha,363,the others,Low,multi top,Low,the others
171,1KWF_A,positive(%),0.9344473604600806,0.7777228325030441,0.76666666666666,0.17798469788797058,All alpha,363,the others,Low,multi top,Low,the others
172,1KWF_A,coverage(%),0.6691381914125422,0.6901152981762995,1.3499999999999956,0.306937248852158,All alpha,363,the others,Low,multi top,Low,the others
173,1KWF_A,DOPE,0.8365998811331917,0.8083742252573307,1.5800000000000036,,All alpha,363,the others,Low,multi top,Low,the others
174,1KWF_A,SOAP,0.6340354653179293,0.4579844321661891,0.6900000000000017,,All alpha,363,the others,Low,multi top,Low,the others
175,1KWF_A,ProQ3D,0.9239743323586317,0.7665226790681073,0.0,0.06187846666666668,All alpha,363,the others,Low,multi top,Low,the others
176,1KWF_A,SBROD,0.7293170902132495,0.6296188001518177,0.0,,All alpha,363,the others,Low,multi top,Low,the others
177,1KWF_A,DeepAccNet,0.9074026057851631,0.8100903824618093,0.12999999999999678,0.20996999609375,All alpha,363,the others,Low,multi top,Low,the others
178,1KWF_A,DeepAccNet-Bert,0.9094255079154537,0.8798953773576318,1.5800000000000036,0.1618392994791667,All alpha,363,the others,Low,multi top,Low,the others
179,1KWF_A,P3CMQA,0.97682112539612,0.9105689516050153,0.0,0.10058702277151743,All alpha,363,the others,Low,multi top,Low,the others
180,1OH0_A,identity(%),0.6305357046475606,0.741636216938121,0.0,0.45936000000000005,alpha + beta,125,multi top,High,multi top,High,the others
181,1OH0_A,positive(%),0.7281590614508989,0.804406849532649,0.0,0.2806666666666667,alpha + beta,125,multi top,High,multi top,High,the others
182,1OH0_A,coverage(%),0.766984881545907,0.7627803993608252,5.080000000000007,0.2026133333333333,alpha + beta,125,multi top,High,multi top,High,the others
183,1OH0_A,DOPE,0.8908096681622992,0.873509779781218,4.400000000000004,,alpha + beta,125,multi top,High,multi top,High,the others
184,1OH0_A,SOAP,0.6251091702307591,0.6599379499339822,0.0,,alpha + beta,125,multi top,High,multi top,High,the others
185,1OH0_A,ProQ3D,0.8878056648263255,0.8827787360317895,2.8000000000000025,0.11578241333333336,alpha + beta,125,multi top,High,multi top,High,the others
186,1OH0_A,SBROD,0.913596241526599,0.908917797194201,4.200000000000004,,alpha + beta,125,multi top,High,multi top,High,the others
187,1OH0_A,DeepAccNet,0.7980321206499965,0.7692863030675794,6.2000000000000055,0.257032109375,alpha + beta,125,multi top,High,multi top,High,the others
188,1OH0_A,DeepAccNet-Bert,0.957783517016538,0.9479739113759523,0.0,0.14964942708333334,alpha + beta,125,multi top,High,multi top,High,the others
189,1OH0_A,P3CMQA,0.9543649964555523,0.9561000383346506,0.0,0.08977396088282266,alpha + beta,125,multi top,High,multi top,High,the others
190,1OHE_A,identity(%),0.9173946662331197,0.781237436347996,1.087500000000008,0.3381124249084249,alpha / beta,182,multi top,Mid-low,multi top,Low,multi top
