,target,Method,GDT_TS Pearson,GDT_TS Spearman,GDT_TS Loss,GDT_TS MAE,Domain_num,seq_len,identity_dist_category,identity_quality_category,positive_dist_category,positive_quality_category,coverage_dist_category
28,1HM9_B,DeepAccNet-Bert,0.5301554226214696,0.5283051414112486,2.079999999999993,0.11986188541666669,2,468,the others,Low,the others,Middle,the others
29,1HM9_B,P3CMQA,0.3122583079968184,0.41663459015614923,3.170000000000006,0.12933318303108213,2,468,the others,Low,the others,Middle,the others
30,1K5N_A,identity(%),0.3448316453061758,0.19572555208316597,1.9949999999999912,0.07106114975845411,2,276,the others,High,the others,High,the others
31,1K5N_A,positive(%),0.3517920189949702,0.19930563218081324,0.40999999999999925,0.042331082125603874,2,276,the others,High,the others,High,the others
32,1K5N_A,coverage(%),-0.014767324137407044,-0.022132121114924217,7.311477272727274,0.0725379806763285,2,276,the others,High,the others,High,the others
33,1K5N_A,DOPE,0.16741545262749968,0.12264228191890943,8.240000000000002,,2,276,the others,High,the others,High,the others
34,1K5N_A,SOAP,0.2139425010417308,0.20099998720175713,0.6399999999999961,,2,276,the others,High,the others,High,the others
35,1K5N_A,ProQ3D,0.11320531887389486,-0.034606549227803325,13.41,0.20784375333333333,2,276,the others,High,the others,High,the others
36,1K5N_A,SBROD,0.09811316055092359,0.07595909073687293,4.4399999999999995,,2,276,the others,High,the others,High,the others
37,1K5N_A,DeepAccNet,0.17413753863521636,0.15111475092340998,10.870000000000001,0.16147104427083334,2,276,the others,High,the others,High,the others
38,1K5N_A,DeepAccNet-Bert,0.16103903766437874,0.16092885049465377,10.870000000000001,0.207459,2,276,the others,High,the others,High,the others
39,1K5N_A,P3CMQA,0.3409287761207765,0.25649350831359713,0.44999999999999485,0.03271363299751283,2,276,the others,High,the others,High,the others
40,1L3K_A,identity(%),0.9503651015094114,0.5508648929667523,1.0440000000000005,0.19560995918367344,2,196,multi top,High,the others,High,the others
41,1L3K_A,positive(%),0.9410231551096877,0.5482410135590461,1.0440000000000005,0.0641713469387755,2,196,multi top,High,the others,High,the others
42,1L3K_A,coverage(%),0.37289887263285715,0.4979739413549086,58.192,0.3602880816326531,2,196,multi top,High,the others,High,the others
43,1L3K_A,DOPE,0.7377570369221802,0.7467963291483072,15.490000000000004,,2,196,multi top,High,the others,High,the others
44,1L3K_A,SOAP,0.8208324261489343,0.6699693540001822,0.0,,2,196,multi top,High,the others,High,the others
45,1L3K_A,ProQ3D,0.7743555477772761,0.7418734839422789,19.630000000000003,0.10770080666666665,2,196,multi top,High,the others,High,the others
46,1L3K_A,SBROD,0.7378261344056353,0.7271031698396543,15.490000000000004,,2,196,multi top,High,the others,High,the others
47,1L3K_A,DeepAccNet,0.9137556534528519,0.7732238834579935,22.550000000000004,0.06637845572916665,2,196,multi top,High,the others,High,the others
48,1L3K_A,DeepAccNet-Bert,0.8857494078611889,0.8244517261716593,19.630000000000003,0.11101198437499998,2,196,multi top,High,the others,High,the others
49,1L3K_A,P3CMQA,0.8010376689584692,0.8169966709013233,19.630000000000003,0.17999314690208437,2,196,multi top,High,the others,High,the others
50,1LC5_A,identity(%),0.5842003579133594,0.5214053284800494,0.7929999999999993,0.40337556776556777,2,364,the others,Low,multi top,Low,the others
51,1LC5_A,positive(%),0.6615340718795092,0.5566475621652079,0.5320000000000102,0.22663564102564104,2,364,the others,Low,multi top,Low,the others
52,1LC5_A,coverage(%),0.5439846990963442,0.5032807444787487,16.698000000000015,0.31818120879120876,2,364,the others,Low,multi top,Low,the others
53,1LC5_A,DOPE,0.6649797201309152,0.6104705077563851,0.9099999999999997,,2,364,the others,Low,multi top,Low,the others
54,1LC5_A,SOAP,0.4366315907105672,0.38404008252749966,0.9099999999999997,,2,364,the others,Low,multi top,Low,the others
55,1LC5_A,ProQ3D,0.6990886984065018,0.6611846646346288,0.0,0.0605463,2,364,the others,Low,multi top,Low,the others
56,1LC5_A,SBROD,0.4925711225030683,0.3827368474625805,9.860000000000003,,2,364,the others,Low,multi top,Low,the others
57,1LC5_A,DeepAccNet,0.8609710862339953,0.7572146885766078,1.4100000000000001,0.2524622135416667,2,364,the others,Low,multi top,Low,the others
58,1LC5_A,DeepAccNet-Bert,0.9026485996490895,0.8453899968878299,0.20999999999999908,0.15113408854166666,2,364,the others,Low,multi top,Low,the others
59,1LC5_A,P3CMQA,0.8420069451686296,0.7888323610682815,1.0500000000000065,0.07076204405943552,2,364,the others,Low,multi top,Low,the others
60,1R6D_A,identity(%),0.7809130830045947,0.8035988600683477,11.880000000000003,0.4493989574678536,2,337,the others,Low,the others,Middle,the others
61,1R6D_A,positive(%),0.7968969195233313,0.7781659665239928,11.1375,0.29137719683481705,2,337,the others,Low,the others,Middle,the others
62,1R6D_A,coverage(%),0.5764656850476253,0.4648917294533972,0.2644444444444449,0.18911736300692386,2,337,the others,Low,the others,Middle,the others
63,1R6D_A,DOPE,0.855619299280669,0.7511376752060072,0.23000000000000798,,2,337,the others,Low,the others,Middle,the others
64,1R6D_A,SOAP,0.7809933690224125,0.7007235431579699,0.23000000000000798,,2,337,the others,Low,the others,Middle,the others
65,1R6D_A,ProQ3D,0.8377178314760712,0.7710864165771578,2.950000000000008,0.11742707999999998,2,337,the others,Low,the others,Middle,the others
66,1R6D_A,SBROD,0.8096581141379444,0.6791106287098676,0.46000000000000485,,2,337,the others,Low,the others,Middle,the others
67,1R6D_A,DeepAccNet,0.844971916099428,0.8402663081058014,11.950000000000005,0.2744140598958333,2,337,the others,Low,the others,Middle,the others
68,1R6D_A,DeepAccNet-Bert,0.8974909601550715,0.8635959132512503,0.0,0.18145115849743151,2,337,the others,Low,the others,Middle,the others
69,1R6D_A,P3CMQA,0.8748711026505611,0.8171694315146671,0.46000000000000485,0.03663556898244222,2,337,the others,Low,the others,Middle,the others
70,1RKX_A,identity(%),0.7547094774717429,-0.35431131904680685,0.44000000000000705,0.353431675070028,2,357,top,Middle,top,High,the others
71,1RKX_A,positive(%),0.6796595128650864,-0.4393192344792352,0.44000000000000705,0.20127481232492997,2,357,top,Middle,top,High,the others
72,1RKX_A,coverage(%),0.5907275000080248,0.6645844663393624,0.44000000000000705,0.3345048328664799,2,357,top,Middle,top,High,the others
73,1RKX_A,DOPE,0.8769965076097361,0.6943126528337024,0.7800000000000029,,2,357,top,Middle,top,High,the others
74,1RKX_A,SOAP,0.5526579028020505,0.11289532553912063,0.0,,2,357,top,Middle,top,High,the others
75,1RKX_A,ProQ3D,0.8574435682571376,0.7183279791858648,0.43000000000000815,0.05042413333333334,2,357,top,Middle,top,High,the others
76,1RKX_A,SBROD,0.7488296816016305,0.6438461522651248,0.7800000000000029,,2,357,top,Middle,top,High,the others
77,1RKX_A,DeepAccNet,0.8379533759333613,0.44373501541580423,0.7800000000000029,0.20942629166666668,2,357,top,Middle,top,High,the others
78,1RKX_A,DeepAccNet-Bert,0.9602934424505478,0.8884994096863149,0.7800000000000029,0.10803923788265307,2,357,top,Middle,top,High,the others
79,1RKX_A,P3CMQA,0.9294414568518455,0.8933071994140211,0.20999999999999908,0.07871435106341043,2,357,top,Middle,top,High,the others
80,1SVS_A,identity(%),0.6227722056003419,0.4734793446785221,10.759999999999991,0.15813813408876298,2,353,the others,High,the others,High,the others
81,1SVS_A,positive(%),0.6466980836395859,0.48398562026999925,5.853333333333333,0.0847916298394712,2,353,the others,High,the others,High,the others
82,1SVS_A,coverage(%),-0.14826452320611214,-0.3405067888588438,15.184444444444445,0.08979813031161472,2,353,the others,High,the others,High,the others
83,1SVS_A,DOPE,0.6602782335315859,0.7036186243058487,6.089999999999995,,2,353,the others,High,the others,High,the others
84,1SVS_A,SOAP,0.75954645716057,0.7160825305767188,6.089999999999995,,2,353,the others,High,the others,High,the others
85,1SVS_A,ProQ3D,0.7138167371848263,0.7496237287448448,8.309999999999995,0.18746114,2,353,the others,High,the others,High,the others
86,1SVS_A,SBROD,0.5392358950129884,0.5489790636644232,9.729999999999993,,2,353,the others,High,the others,High,the others
87,1SVS_A,DeepAccNet,0.6961746687379317,0.7373851248183061,6.089999999999995,0.2467370703125,2,353,the others,High,the others,High,the others
88,1SVS_A,DeepAccNet-Bert,0.7167224669367052,0.7370611527379409,6.089999999999995,0.2346560507015306,2,353,the others,High,the others,High,the others
89,1SVS_A,P3CMQA,0.7436636471749866,0.7019419533196246,6.089999999999995,0.045607455706278485,2,353,the others,High,the others,High,the others
90,1VI0_A,identity(%),0.8037895015252213,-0.02768848254544946,0.38399999999999546,0.3869817993527508,2,206,top,High,top,High,the others
91,1VI0_A,positive(%),0.8270827306089731,0.19074233071876143,0.38399999999999546,0.19199965048543693,2,206,top,High,top,High,the others
92,1VI0_A,coverage(%),0.44863195351025154,0.5804318292139045,35.094666666666676,0.2805073268608414,2,206,top,High,top,High,the others
93,1VI0_A,DOPE,0.7690374557369494,0.7523053899054785,0.28000000000000247,,2,206,top,High,top,High,the others
94,1VI0_A,SOAP,0.7780158735967023,0.599216796615045,0.6800000000000028,,2,206,top,High,top,High,the others
95,1VI0_A,ProQ3D,0.7674946644862363,0.7968796278301628,0.6800000000000028,0.0627461,2,206,top,High,top,High,the others
96,1VI0_A,SBROD,0.6584203115728575,0.6424166473871253,5.570000000000008,,2,206,top,High,top,High,the others
97,1VI0_A,DeepAccNet,0.9065538336904205,0.7404070982992474,0.28000000000000247,0.19355384374999998,2,206,top,High,top,High,the others
98,1VI0_A,DeepAccNet-Bert,0.8800130216231261,0.7556439647233193,0.28000000000000247,0.09201556770833333,2,206,top,High,top,High,the others
99,1VI0_A,P3CMQA,0.816472694730406,0.7755455121198203,0.6800000000000028,0.08005172113164266,2,206,top,High,top,High,the others
100,1X8B_A,identity(%),0.5863375998232362,-0.21174271909448808,0.7059999999999844,0.42742467820069197,2,289,multi top,Middle,multi top,Middle,the others
101,1X8B_A,positive(%),0.5567828426197043,-0.0820202106747697,0.7059999999999844,0.2435261776239908,2,289,multi top,Middle,multi top,Middle,the others
102,1X8B_A,coverage(%),0.46929077573683065,0.4974098608337077,8.978571428571435,0.28424775547866205,2,289,multi top,Middle,multi top,Middle,the others
103,1X8B_A,DOPE,0.7871623834358087,0.7103600327045596,1.5499999999999958,,2,289,multi top,Middle,multi top,Middle,the others
104,1X8B_A,SOAP,0.396825203292023,0.20101342361398178,0.0,,2,289,multi top,Middle,multi top,Middle,the others
105,1X8B_A,ProQ3D,0.8126162142773194,0.7401831281202763,0.0,0.09787721333333334,2,289,multi top,Middle,multi top,Middle,the others
106,1X8B_A,SBROD,0.6648710644964718,0.6503404753512888,1.5499999999999958,,2,289,multi top,Middle,multi top,Middle,the others
107,1X8B_A,DeepAccNet,0.7683608821674586,0.5272197441509142,1.5499999999999958,0.29654613802083335,2,289,multi top,Middle,multi top,Middle,the others
108,1X8B_A,DeepAccNet-Bert,0.8711980820842932,0.8140749532877439,0.10000000000000009,0.17546540885416667,2,289,multi top,Middle,multi top,Middle,the others
109,1X8B_A,P3CMQA,0.8812803133223813,0.7973953248164936,0.7699999999999929,0.05779378664239246,2,289,multi top,Middle,multi top,Middle,the others
110,1YQD_A,identity(%),0.9212434553086755,0.886158492671566,0.15399999999999858,0.35625794535519123,2,366,multi top,Middle,multi top,High,the others
111,1YQD_A,positive(%),0.9261991556217795,0.8931664747108305,0.15399999999999858,0.2103745209471767,2,366,multi top,Middle,multi top,High,the others
112,1YQD_A,coverage(%),0.46705837590329863,0.4642153463939463,4.721428571428554,0.20438099089253187,2,366,multi top,Middle,multi top,High,the others
113,1YQD_A,DOPE,0.9333641222727274,0.9231064645903623,0.13999999999999568,,2,366,multi top,Middle,multi top,High,the others
114,1YQD_A,SOAP,0.8379282580441989,0.8217415504801275,0.13999999999999568,,2,366,multi top,Middle,multi top,High,the others
115,1YQD_A,ProQ3D,0.8897926834356864,0.876249216043974,11.980000000000002,0.04811996666666666,2,366,multi top,Middle,multi top,High,the others
116,1YQD_A,SBROD,0.876501984594111,0.8692512979912863,12.119999999999997,,2,366,multi top,Middle,multi top,High,the others
117,1YQD_A,DeepAccNet,0.8919488522059399,0.873095260111913,12.119999999999997,0.23159171093750003,2,366,multi top,Middle,multi top,High,the others
118,1YQD_A,DeepAccNet-Bert,0.8994836171891277,0.8981401555789267,12.119999999999997,0.17953767447916666,2,366,multi top,Middle,multi top,High,the others
119,1YQD_A,P3CMQA,0.9327806545729503,0.8964233461618214,0.0,0.053349996950467424,2,366,multi top,Middle,multi top,High,the others
120,1ZAR_A,identity(%),0.7278504949810198,0.7410920041260873,8.410285714285715,0.2977607588652482,3,282,the others,Low,the others,Low,the others
121,1ZAR_A,positive(%),0.6164073322931451,0.5270656383106749,8.410285714285715,0.09366583687943264,3,282,the others,Low,the others,Low,the others
122,1ZAR_A,coverage(%),0.6744752543934134,0.6652628401233994,8.410285714285715,0.3517073262411347,3,282,the others,Low,the others,Low,the others
123,1ZAR_A,DOPE,0.9074792325672129,0.951190976712998,6.65,,3,282,the others,Low,the others,Low,the others
124,1ZAR_A,SOAP,0.4240870123889169,0.5157085542278754,5.899999999999994,,3,282,the others,Low,the others,Low,the others
125,1ZAR_A,ProQ3D,0.9237689220080746,0.9053646195924369,6.65,0.09393464,3,282,the others,Low,the others,Low,the others
126,1ZAR_A,SBROD,0.897550829515044,0.8672139972488792,6.359999999999999,,3,282,the others,Low,the others,Low,the others
127,1ZAR_A,DeepAccNet,0.924962866359137,0.9093838949751952,6.65,0.1842500859375,3,282,the others,Low,the others,Low,the others
128,1ZAR_A,DeepAccNet-Bert,0.9066404266759732,0.8920740510379924,2.9899999999999927,0.10950643359374998,3,282,the others,Low,the others,Low,the others
129,1ZAR_A,P3CMQA,0.9007428234999767,0.9059707565842097,1.6799999999999926,0.10139167764234544,3,282,the others,Low,the others,Low,the others
130,2BHU_A,identity(%),0.9695010112777449,0.5622529858950216,0.13600000000000279,0.3327706338870432,3,602,the others,Low,the others,Low,multi top
131,2BHU_A,positive(%),0.9783802072675578,0.4788187078468195,0.13600000000000279,0.19210618205980068,3,602,the others,Low,the others,Low,multi top
132,2BHU_A,coverage(%),-0.1266671667665915,-0.09483490059487681,35.524,0.22503667508305644,3,602,the others,Low,the others,Low,multi top
133,2BHU_A,DOPE,0.8446411789839067,0.8882412963715729,0.0,,3,602,the others,Low,the others,Low,multi top
134,2BHU_A,SOAP,0.6205351739421293,0.6906795559562715,4.559999999999997,,3,602,the others,Low,the others,Low,multi top
135,2BHU_A,ProQ3D,0.9202204365024593,0.8806586025930752,0.0,0.18081979200000003,3,602,the others,Low,the others,Low,multi top
136,2BHU_A,SBROD,0.7973584335344064,0.8253799046746262,0.20999999999999908,,3,602,the others,Low,the others,Low,multi top
137,2BHU_A,DeepAccNet,0.7823992446283167,0.8895801857790847,0.20999999999999908,0.25482431562499996,3,602,the others,Low,the others,Low,multi top
138,2BHU_A,DeepAccNet-Bert,0.8861347196336111,0.8763486053847831,0.0,0.223484471875,3,602,the others,Low,the others,Low,multi top
139,2BHU_A,P3CMQA,0.9921707542040731,0.9482545692951535,0.0,0.03032179052314759,3,602,the others,Low,the others,Low,multi top
140,2CDC_B,identity(%),0.889043159432898,0.5781629499013847,5.949999999999999,0.29920433879781416,2,366,the others,Low,multi top,Low,the others
141,2CDC_B,positive(%),0.9400310030738265,0.7399892831011067,3.8957142857142912,0.12375807285974501,2,366,the others,Low,multi top,Low,the others
142,2CDC_B,coverage(%),0.15171013521886298,0.058661586299860555,31.88920634920635,0.4534732568306011,2,366,the others,Low,multi top,Low,the others
143,2CDC_B,DOPE,0.630423439267569,0.5508474208781119,0.0,,2,366,the others,Low,multi top,Low,the others
144,2CDC_B,SOAP,0.6504363737414823,0.34701858470127206,0.33999999999999586,,2,366,the others,Low,multi top,Low,the others
145,2CDC_B,ProQ3D,0.8261909851726792,0.6205594360004728,0.20000000000000018,0.047571266666666674,2,366,the others,Low,multi top,Low,the others
146,2CDC_B,SBROD,0.8982793841071928,0.7708610226357838,1.0399999999999965,,2,366,the others,Low,multi top,Low,the others
147,2CDC_B,DeepAccNet,0.8999557425189516,0.5769155205857839,0.0,0.21980637890625,2,366,the others,Low,multi top,Low,the others
148,2CDC_B,DeepAccNet-Bert,0.9473945478298741,0.8966767689810607,0.0,0.10668056510416667,2,366,the others,Low,multi top,Low,the others
149,2CDC_B,P3CMQA,0.9253666818624331,0.8423421074882259,1.0399999999999965,0.0674949254395167,2,366,the others,Low,multi top,Low,the others
150,2DKJ_A,identity(%),0.5653515519049483,0.6177334704851924,3.2600000000000073,0.2937511531531532,2,407,the others,Middle,the others,Middle,the others
151,2DKJ_A,positive(%),0.5181964058164933,0.582202008563607,3.454999999999997,0.16541647665847664,2,407,the others,Middle,the others,Middle,the others
152,2DKJ_A,coverage(%),0.015938693166304356,0.1735049279110056,3.5070588235294187,0.108660457002457,2,407,the others,Middle,the others,Middle,the others
153,2DKJ_A,DOPE,0.8758037894093439,0.7982552944179921,3.7900000000000045,,2,407,the others,Middle,the others,Middle,the others
154,2DKJ_A,SOAP,0.8525358956576292,0.7674347159303415,2.0500000000000074,,2,407,the others,Middle,the others,Middle,the others
155,2DKJ_A,ProQ3D,0.8932063706556971,0.7379726398349233,3.6600000000000077,0.15713594666666666,2,407,the others,Middle,the others,Middle,the others
156,2DKJ_A,SBROD,0.7031249428627167,0.627000420205558,3.2299999999999995,,2,407,the others,Middle,the others,Middle,the others
157,2DKJ_A,DeepAccNet,0.8179191611489371,0.7261327551233911,3.3500000000000085,0.2600055520833333,2,407,the others,Middle,the others,Middle,the others
158,2DKJ_A,DeepAccNet-Bert,0.8320029126141504,0.786589926214609,3.54000000000001,0.2614541197916666,2,407,the others,Middle,the others,Middle,the others
159,2DKJ_A,P3CMQA,0.9367782921972813,0.8019662819737371,3.7900000000000045,0.024647040246963493,2,407,the others,Middle,the others,Middle,the others
160,2HEU_A,identity(%),0.9920826459200359,0.3161881769267321,1.1419999999999875,0.21172373161922778,2,401,multi top,High,multi top,High,the others
161,2HEU_A,positive(%),0.9878162684044748,0.3280481964768601,1.1420000000000097,0.06764427508814172,2,401,multi top,High,multi top,High,the others
162,2HEU_A,coverage(%),0.38275800224218803,0.12943850966807727,1.1420000000000097,0.42272129804798353,2,401,multi top,High,multi top,High,the others
163,2HEU_A,DOPE,0.7588207863203826,0.11480578825290622,0.0,,2,401,multi top,High,multi top,High,the others
164,2HEU_A,SOAP,0.8773615766431476,0.4427201573929808,1.0300000000000087,,2,401,multi top,High,multi top,High,the others
165,2HEU_A,ProQ3D,0.8444314549172514,0.17974499911107933,0.0,0.06429781896551724,2,401,multi top,High,multi top,High,the others
166,2HEU_A,SBROD,0.8229141809344763,0.2644285907944475,0.0,,2,401,multi top,High,multi top,High,the others
167,2HEU_A,DeepAccNet,0.9565414102417858,0.490001563843032,1.0300000000000087,0.13056915409482758,2,401,multi top,High,multi top,High,the others
168,2HEU_A,DeepAccNet-Bert,0.952840118555771,0.20778122373747487,1.0300000000000087,0.04874675713900862,2,401,multi top,High,multi top,High,the others
169,2HEU_A,P3CMQA,0.9731204932222582,0.3496428006966817,1.8000000000000016,0.062143460732492904,2,401,multi top,High,multi top,High,the others
170,2IBD_A,identity(%),0.8687352673161873,0.49059841763147555,3.422000000000003,0.29992436601307193,2,204,multi top,Middle,multi top,Middle,the others
171,2IBD_A,positive(%),0.8706977381777,0.5439700454111464,3.422000000000003,0.12605811764705882,2,204,multi top,Middle,multi top,Middle,the others
172,2IBD_A,coverage(%),0.24328862755807967,0.2968302517843622,31.948999999999995,0.3592586405228758,2,204,multi top,Middle,multi top,Middle,the others
173,2IBD_A,DOPE,0.7251565980091008,0.7309957857823622,4.480000000000006,,2,204,multi top,Middle,multi top,Middle,the others
174,2IBD_A,SOAP,0.7386065811241402,0.6293673481250083,3.420000000000001,,2,204,multi top,Middle,multi top,Middle,the others
175,2IBD_A,ProQ3D,0.5891739550877101,0.7187509458567815,4.480000000000006,0.09545017333333333,2,204,multi top,Middle,multi top,Middle,the others
176,2IBD_A,SBROD,0.6860276394848871,0.6681305251335042,3.6900000000000044,,2,204,multi top,Middle,multi top,Middle,the others
177,2IBD_A,DeepAccNet,0.9085175829056441,0.7629595329515625,1.9750000000000045,0.11506239322916666,2,204,multi top,Middle,multi top,Middle,the others
178,2IBD_A,DeepAccNet-Bert,0.8721949809684284,0.7895586106846335,4.480000000000006,0.05650159375,2,204,multi top,Middle,multi top,Middle,the others
179,2IBD_A,P3CMQA,0.8128063286286366,0.8176999913596632,3.949999999999998,0.10766706707763672,2,204,multi top,Middle,multi top,Middle,the others
180,2IZR_A,identity(%),0.9136055350696995,0.6451594475604209,0.7533333333333281,0.3147896363636364,2,330,multi top,High,multi top,High,the others
181,2IZR_A,positive(%),0.9461763537731426,0.59669362674555,0.7533333333333281,0.16283004040404042,2,330,multi top,High,multi top,High,the others
182,2IZR_A,coverage(%),-0.4467961390405232,-0.300530492345748,43.035000000000004,0.15815323232323233,2,330,multi top,High,multi top,High,the others
183,2IZR_A,DOPE,0.9502925388765722,0.7588002783018071,0.6699999999999928,,2,330,multi top,High,multi top,High,the others
184,2IZR_A,SOAP,0.9607104045038904,0.7418785047238113,0.8399999999999963,,2,330,multi top,High,multi top,High,the others
185,2IZR_A,ProQ3D,0.9543185455335559,0.6491047966247168,0.7499999999999951,0.22109950666666664,2,330,multi top,High,multi top,High,the others
186,2IZR_A,SBROD,0.9515799733943576,0.6109867991501899,6.630000000000003,,2,330,multi top,High,multi top,High,the others
187,2IZR_A,DeepAccNet,0.9632070473292722,0.6539598178735921,0.6699999999999928,0.20976714583333333,2,330,multi top,High,multi top,High,the others
188,2IZR_A,DeepAccNet-Bert,0.9631766110470733,0.7008342436625868,0.6699999999999928,0.20126365876677854,2,330,multi top,High,multi top,High,the others
189,2IZR_A,P3CMQA,0.9851281971344586,0.8359964243207482,0.8399999999999963,0.06614508329804737,2,330,multi top,High,multi top,High,the others
190,2JHF_B,identity(%),0.9569675610117019,0.9319553712957235,0.23499999999999632,0.32533339750445633,2,374,multi top,High,multi top,High,the others
191,2JHF_B,positive(%),0.978216592374335,0.9181376076054163,0.23499999999999632,0.17114444919786098,2,374,multi top,High,multi top,High,the others
192,2JHF_B,coverage(%),0.7904411058931838,0.7303978662464926,6.004375000000007,0.2155222174688057,2,374,multi top,High,multi top,High,the others
193,2JHF_B,DOPE,0.9781549795499832,0.9289002799018483,0.8099999999999996,,2,374,multi top,High,multi top,High,the others
194,2JHF_B,SOAP,0.9407380921892909,0.9256324716340192,0.47000000000000375,,2,374,multi top,High,multi top,High,the others
195,2JHF_B,ProQ3D,0.9602187305198635,0.88677257755897,0.8099999999999996,0.06718166666666668,2,374,multi top,High,multi top,High,the others
196,2JHF_B,SBROD,0.9347819431472968,0.8661665395697756,0.8099999999999996,,2,374,multi top,High,multi top,High,the others
197,2JHF_B,DeepAccNet,0.9738694946599926,0.8752853617924841,0.8099999999999996,0.20087801822916668,2,374,multi top,High,multi top,High,the others
198,2JHF_B,DeepAccNet-Bert,0.9822773867218925,0.898250133826829,0.8099999999999996,0.17890861718749998,2,374,multi top,High,multi top,High,the others
199,2JHF_B,P3CMQA,0.9756612236871737,0.900528308009565,0.47000000000000375,0.047700144786834715,2,374,multi top,High,multi top,High,the others
200,2W8T_A,identity(%),0.7967252777572159,0.7955767661681605,0.6319999999999881,0.3900948462138954,2,427,top,Middle,top,High,the others
201,2W8T_A,positive(%),0.8940503084545283,0.8729613005566521,0.6319999999999881,0.23160928805620615,2,427,top,Middle,top,High,the others
202,2W8T_A,coverage(%),0.5846711523431305,0.6555789591146555,25.62374999999999,0.20390745823575335,2,427,top,Middle,top,High,the others
203,2W8T_A,DOPE,0.9355386317167376,0.8892648178842759,0.6899999999999906,,2,427,top,Middle,top,High,the others
204,2W8T_A,SOAP,0.8456756956231616,0.7407011002909776,0.759999999999994,,2,427,top,Middle,top,High,the others
205,2W8T_A,ProQ3D,0.9422821556199207,0.8862459311730898,0.0,0.09426349333333334,2,427,top,Middle,top,High,the others
